interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
1721,2,pi3p,CHMP6,ChEBICHEBI:17283,UniProtQ96FZ7,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1722,2,pi3p,CHP1,ChEBICHEBI:17283,UniProtQ99653,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1723,2,pi3p,CHP1,ChEBICHEBI:17283,UniProtQ99653,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1724,2,pi3p,CIB1,ChEBICHEBI:17283,UniProtQ99828,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1725,2,pi3p,CISD2,ChEBICHEBI:17283,UniProtQ8N5K1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1726,2,pi3p,CISD2,ChEBICHEBI:17283,UniProtQ8N5K1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1727,2,pi3p,CKAP5,ChEBICHEBI:17283,UniProtQ14008,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1728,2,pi3p,CKAP5,ChEBICHEBI:17283,UniProtQ14008,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1729,2,pi3p,CLASP2,ChEBICHEBI:17283,UniProtO75122,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1730,2,pi3p,CLCN7,ChEBICHEBI:17283,UniProtP51798,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1731,2,pi3p,CLN5,ChEBICHEBI:17283,UniProtO75503,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1732,2,pi3p,CLPB,ChEBICHEBI:17283,UniProtQ9H078,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1733,2,pi3p,CLTA,ChEBICHEBI:17283,UniProtP09496-2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1734,2,pi3p,CLTA,ChEBICHEBI:17283,UniProtP09496,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1735,2,pi3p,CLTC,ChEBICHEBI:17283,UniProtQ00610,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1736,2,pi3p,CNN2,ChEBICHEBI:17283,UniProtQ99439,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1737,2,pi3p,CNPY3,ChEBICHEBI:17283,UniProtQ9BT09,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1738,2,pi3p,COG3,ChEBICHEBI:17283,UniProtQ96JB2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1739,2,pi3p,COG3,ChEBICHEBI:17283,UniProtQ96JB2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1740,2,pi3p,COG4,ChEBICHEBI:17283,UniProtQ9H9E3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1741,2,pi3p,COG4,ChEBICHEBI:17283,UniProtQ9H9E3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1742,2,pi3p,COG5,ChEBICHEBI:17283,UniProtQ9UP83,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1743,2,pi3p,COMMD3,ChEBICHEBI:17283,UniProtQ9UBI1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1744,2,pi3p,COPB1,ChEBICHEBI:17283,UniProtP53618,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1745,2,pi3p,COPB1,ChEBICHEBI:17283,UniProtP53618,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1746,2,pi3p,COPB2,ChEBICHEBI:17283,UniProtP35606,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1747,2,pi3p,COPB2,ChEBICHEBI:17283,UniProtP35606,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1748,2,pi3p,COPE,ChEBICHEBI:17283,UniProtO14579,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1749,2,pi3p,COPE,ChEBICHEBI:17283,UniProtO14579,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1750,2,pi3p,COPG1,ChEBICHEBI:17283,UniProtQ9Y678,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1751,2,pi3p,COPZ1,ChEBICHEBI:17283,UniProtP61923,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1752,2,pi3p,COPZ1,ChEBICHEBI:17283,UniProtP61923,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1753,2,pi3p,CPLX1,ChEBICHEBI:17283,UniProtO14810,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1754,2,pi3p,CPNE1,ChEBICHEBI:17283,UniProtQ99829,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1755,2,pi3p,CPNE3,ChEBICHEBI:17283,UniProtO75131,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1756,2,pi3p,CSNK1A1,ChEBICHEBI:17283,UniProtP48729,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1757,2,pi3p,CSNK1D,ChEBICHEBI:17283,UniProtP48730,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1758,2,pi3p,CSNK2A2,ChEBICHEBI:17283,UniProtP19784,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1759,2,pi3p,CSNK2A2,ChEBICHEBI:17283,UniProtP19784,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1760,2,pi3p,CTNNB1,ChEBICHEBI:17283,UniProtP35222,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1761,2,pi3p,CTNND1,ChEBICHEBI:17283,UniProtO60716,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1762,2,pi3p,CTSA,ChEBICHEBI:17283,UniProtP10619,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1763,2,pi3p,CUX1,ChEBICHEBI:17283,UniProtQ13948,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1764,2,pi3p,DCTN2,ChEBICHEBI:17283,UniProtQ13561,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1765,2,pi3p,DCTN2,ChEBICHEBI:17283,UniProtQ13561,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1766,2,pi3p,DCTN3,ChEBICHEBI:17283,UniProtO75935,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1767,2,pi3p,DGKK,ChEBICHEBI:17283,UniProtQ5KSL6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1768,2,pi3p,DGKQ,ChEBICHEBI:17283,UniProtP52824,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1769,2,pi3p,DGKQ,ChEBICHEBI:17283,UniProtP52824,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1770,2,pi3p,DIAPH1,ChEBICHEBI:17283,UniProtO60610,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1771,2,pi3p,DIAPH1,ChEBICHEBI:17283,UniProtO60610,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1772,2,pi3p,DIDO1,ChEBICHEBI:17283,UniProtQ9BTC0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1773,2,pi3p,DNM1L,ChEBICHEBI:17283,UniProtO00429,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1774,2,pi3p,DNM2,ChEBICHEBI:17283,UniProtP50570,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1775,2,pi3p,DNMBP,ChEBICHEBI:17283,UniProtQ6XZF7,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1776,2,pi3p,DOCK1,ChEBICHEBI:17283,UniProtQ14185,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1777,2,pi3p,DOCK1,ChEBICHEBI:17283,UniProtQ14185,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1778,2,pi3p,DOCK5,ChEBICHEBI:17283,UniProtQ9H7D0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1779,2,pi3p,DOCK5,ChEBICHEBI:17283,UniProtQ9H7D0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1780,2,pi3p,DOCK6,ChEBICHEBI:17283,UniProtQ96HP0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1781,2,pi3p,DOP1B,ChEBICHEBI:17283,UniProtQ9Y3R5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1782,2,pi3p,DST,ChEBICHEBI:17283,UniProtQ03001-3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1783,2,pi3p,DTNBP1,ChEBICHEBI:17283,UniProtQ96EV8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1784,2,pi3p,DUSP3,ChEBICHEBI:17283,UniProtP51452,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1785,2,pi3p,DUSP3,ChEBICHEBI:17283,UniProtP51452,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1786,2,pi3p,DYNC1H1,ChEBICHEBI:17283,UniProtQ14204,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1787,2,pi3p,DYNC1I2,ChEBICHEBI:17283,UniProtQ13409,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1788,2,pi3p,DYNC1I2,ChEBICHEBI:17283,UniProtQ13409,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1789,2,pi3p,DYNC1LI1,ChEBICHEBI:17283,UniProtQ9Y6G9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1790,2,pi3p,DYNC1LI2,ChEBICHEBI:17283,UniProtO43237,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1791,2,pi3p,DYNC1LI2,ChEBICHEBI:17283,UniProtO43237,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1792,2,pi3p,DYNLL1,ChEBICHEBI:17283,UniProtP63167,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1793,2,pi3p,DYNLRB1,ChEBICHEBI:17283,UniProtQ9NP97,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1794,2,pi3p,ECSIT,ChEBICHEBI:17283,UniProtQ9BQ95,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1795,2,pi3p,ECSIT,ChEBICHEBI:17283,UniProtQ9BQ95,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1796,2,pi3p,EGFR,ChEBICHEBI:17283,UniProtP00533,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1797,2,pi3p,EHD1,ChEBICHEBI:17283,UniProtQ9H4M9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1798,2,pi3p,EHD1,ChEBICHEBI:17283,UniProtQ9H4M9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1799,2,pi3p,EHD4,ChEBICHEBI:17283,UniProtQ9H223,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1800,2,pi3p,EHD4,ChEBICHEBI:17283,UniProtQ9H223,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1801,2,pi3p,EIF2B1,ChEBICHEBI:17283,UniProtQ14232,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1802,2,pi3p,EIF2B2,ChEBICHEBI:17283,UniProtP49770,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1803,2,pi3p,EIF2B3,ChEBICHEBI:17283,UniProtQ9NR50,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1804,2,pi3p,EIF2B4,ChEBICHEBI:17283,UniProtQ9UI10,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1805,2,pi3p,EIF2B5,ChEBICHEBI:17283,UniProtQ13144,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1806,2,pi3p,EIF2D,ChEBICHEBI:17283,UniProtP41214,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1807,2,pi3p,ELMO3,ChEBICHEBI:17283,UniProtQ96BJ8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1808,2,pi3p,ELMO3,ChEBICHEBI:17283,UniProtQ96BJ8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1809,2,pi3p,EPB41L2,ChEBICHEBI:17283,UniProtO43491,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1810,2,pi3p,EPB41L2,ChEBICHEBI:17283,UniProtO43491,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1811,2,pi3p,EPB41L5,ChEBICHEBI:17283,UniProtQ9HCM4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1812,2,pi3p,EPHA2,ChEBICHEBI:17283,UniProtP29317,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1813,2,pi3p,EPHB2,ChEBICHEBI:17283,UniProtP29323,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1814,2,pi3p,EPS8,ChEBICHEBI:17283,UniProtQ12929,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1815,2,pi3p,EPS8L2,ChEBICHEBI:17283,UniProtQ9H6S3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1816,2,pi3p,EPS8L3,ChEBICHEBI:17283,UniProtQ8TE67-3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1817,2,pi3p,ERBB3,ChEBICHEBI:17283,UniProtP21860,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1818,2,pi3p,ERBIN,ChEBICHEBI:17283,UniProtB4DIP2,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1819,2,pi3p,ERBIN,ChEBICHEBI:17283,UniProtQ96RT1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1820,2,pi3p,ERGIC1,ChEBICHEBI:17283,UniProtQ969X5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1821,2,pi3p,ERGIC1,ChEBICHEBI:17283,UniProtQ969X5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1822,2,pi3p,ERGIC2,ChEBICHEBI:17283,UniProtQ96RQ1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1823,2,pi3p,ERGIC3,ChEBICHEBI:17283,UniProtQ9Y282,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1824,2,pi3p,ERLIN1,ChEBICHEBI:17283,UniProtO75477,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1825,2,pi3p,ERLIN2,ChEBICHEBI:17283,UniProtO94905,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1826,2,pi3p,ERLIN2,ChEBICHEBI:17283,UniProtO94905,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1827,2,pi3p,EXOC1,ChEBICHEBI:17283,UniProtQ9NV70,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1828,2,pi3p,EXOC1,ChEBICHEBI:17283,UniProtQ9NV70,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1829,2,pi3p,EXOC2,ChEBICHEBI:17283,UniProtQ96KP1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1830,2,pi3p,EXOC2,ChEBICHEBI:17283,UniProtQ96KP1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1831,2,pi3p,EXOC3,ChEBICHEBI:17283,UniProtO60645,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1832,2,pi3p,EXOC3,ChEBICHEBI:17283,UniProtO60645,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1833,2,pi3p,EXOC4,ChEBICHEBI:17283,UniProtQ96A65,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1834,2,pi3p,EXOC4,ChEBICHEBI:17283,UniProtQ96A65,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1835,2,pi3p,EXOC5,ChEBICHEBI:17283,UniProtO00471,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1836,2,pi3p,EXOC5,ChEBICHEBI:17283,UniProtO00471,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1837,2,pi3p,EXOC6,ChEBICHEBI:17283,UniProtQ8TAG9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1838,2,pi3p,EXOC6,ChEBICHEBI:17283,UniProtQ8TAG9,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1839,2,pi3p,EXOC7,ChEBICHEBI:17283,UniProtQ9UPT5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1840,2,pi3p,EXOC7,ChEBICHEBI:17283,UniProtQ9UPT5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1841,2,pi3p,EXOC8,ChEBICHEBI:17283,UniProtQ8IYI6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1842,2,pi3p,EXOC8,ChEBICHEBI:17283,UniProtQ8IYI6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1843,2,pi3p,EXPH5,ChEBICHEBI:17283,UniProtQ8NEV8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1844,2,pi3p,FERMT1,ChEBICHEBI:17283,UniProtQ9BQL6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1845,2,pi3p,FGD3,ChEBICHEBI:17283,UniProtQ5JSP0,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1846,2,pi3p,FIG4,ChEBICHEBI:17283,UniProtQ92562,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1847,2,pi3p,FLII,ChEBICHEBI:17283,UniProtQ13045,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1848,2,pi3p,FLNB,ChEBICHEBI:17283,UniProtO75369,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1849,2,pi3p,FLOT1,ChEBICHEBI:17283,UniProtO75955,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1850,2,pi3p,FNBP1L,ChEBICHEBI:17283,UniProtQ5T0N5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1851,2,pi3p,FNBP1L,ChEBICHEBI:17283,UniProtQ5T0N5-3,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1852,2,pi3p,FRMPD3,ChEBICHEBI:17283,UniProtQ5JV73,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1853,2,pi3p,GAA,ChEBICHEBI:17283,UniProtP10253,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1854,2,pi3p,GADD45GIP1,ChEBICHEBI:17283,UniProtQ8TAE8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1855,2,pi3p,GALC,ChEBICHEBI:17283,UniProtP54803,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1856,2,pi3p,GAPVD1,ChEBICHEBI:17283,UniProtQ14C86,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1857,2,pi3p,GBA1,ChEBICHEBI:17283,UniProtP04062,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1858,2,pi3p,GBF1,ChEBICHEBI:17283,UniProtQ92538,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1859,2,pi3p,GBF1,ChEBICHEBI:17283,UniProtQ92538,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1860,2,pi3p,GDI2,ChEBICHEBI:17283,UniProtP50395,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1861,2,pi3p,GDI2,ChEBICHEBI:17283,UniProtP50395,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1862,2,pi3p,GIGYF2,ChEBICHEBI:17283,UniProtQ6Y7W6,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1863,2,pi3p,GLYR1,ChEBICHEBI:17283,UniProtQ49A26,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1864,2,pi3p,GM2A,ChEBICHEBI:17283,UniProtP17900,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1865,2,pi3p,GNA11,ChEBICHEBI:17283,UniProtP29992,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1866,2,pi3p,GNA11,ChEBICHEBI:17283,UniProtP29992,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1867,2,pi3p,GNAI1,ChEBICHEBI:17283,UniProtP63096,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1868,2,pi3p,GNAI2,ChEBICHEBI:17283,UniProtP04899,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
1869,2,pi3p,GNAI3,ChEBICHEBI:17283,UniProtP08754,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.35
