interactor_id,disease_id,accession,name,preferred_id,type,species,description
1417,3,EBI-1387216,TIA1,UniProtP31483,protein,Homo sapiens,Cytotoxic granule associated RNA binding protein TIA1
1418,3,EBI-1044383,AP3B1,UniProtO00203,protein,Homo sapiens,AP-3 complex subunit beta-1
1419,3,EBI-6504027,DVL1,UniProtO14640-2,protein,Homo sapiens,Segment polarity protein dishevelled homolog DVL-1
1420,3,EBI-81752,CDC42,UniProtP60953,protein,Homo sapiens,Cell division control protein 42 homolog
1421,3,EBI-6513837,Rab29,UniProtQ63481,protein,Rattus norvegicus (Rat),Ras-related protein Rab-7L1
1422,3,EBI-350864,TUBB,UniProtP07437,protein,Homo sapiens,Tubulin beta chain
1423,3,EBI-366258,INA,UniProtQ16352,protein,Homo sapiens,Alpha-internexin
1424,3,EBI-366267,DYNC1I1,UniProtO14576,protein,Homo sapiens,Cytoplasmic dynein 1 intermediate chain 1
1425,3,EBI-413628,RAC1,UniProtP63000,protein,Homo sapiens,Ras-related C3 botulinum toxin substrate 1
1426,3,EBI-6926270,MAPT,UniProtP10636-7,protein,Homo sapiens,Microtubule-associated protein tau
1427,3,EBI-6926280,BIN1,UniProtO00499-1,protein,Homo sapiens,Myc box-dependent-interacting protein 1
1428,3,EBI-713135,DNM1,UniProtQ05193,protein,Homo sapiens,Dynamin-1
1429,3,EBI-373586,GSK3B,UniProtP49841,protein,Homo sapiens,Glycogen synthase kinase-3 beta
1430,3,EBI-395883,P4HB,UniProtP07237,protein,Homo sapiens,Protein disulfide-isomerase
1431,3,EBI-296723,SNAPIN,UniProtO95295,protein,Homo sapiens,SNARE-associated protein Snapin
1432,3,EBI-301246,VHL,UniProtP40337,protein,Homo sapiens,von Hippel-Lindau disease tumor suppressor
1433,3,EBI-1776152,POLDIP3,UniProtQ9BY77,protein,Homo sapiens,Polymerase delta-interacting protein 3
1434,3,EBI-358607,EEF1D,UniProtP29692,protein,Homo sapiens,Elongation factor 1-delta
1435,3,EBI-1052839,QPCTL,UniProtQ9NXS2,protein,Homo sapiens,Glutaminyl-peptide cyclotransferase-like protein
1436,3,EBI-724960,PRPSAP2,UniProtO60256,protein,Homo sapiens,Phosphoribosyl pyrophosphate synthase-associated protein 2
1437,3,EBI-354112,RPSA,UniProtP08865,protein,Homo sapiens,Small ribosomal subunit protein uS2
1438,3,EBI-372635,RPS15,UniProtP62841,protein,Homo sapiens,Small ribosomal subunit protein uS19
1439,3,EBI-970310,EIF4B,UniProtP23588,protein,Homo sapiens,Eukaryotic translation initiation factor 4B
1440,3,EBI-724693,CLNS1A,UniProtP54105,protein,Homo sapiens,Methylosome subunit pICln
1441,3,EBI-727129,SPIN1,UniProtQ9Y657,protein,Homo sapiens,Spindlin-1
1442,3,EBI-954387,ADRM1,UniProtQ16186,protein,Homo sapiens,Proteasomal ubiquitin receptor ADRM1
1443,3,EBI-1050422,LRRK1,UniProtQ38SD2,protein,Homo sapiens,Leucine-rich repeat serine/threonine-protein kinase 1
1444,3,EBI-401755,GRB2,UniProtP62993,protein,Homo sapiens,Growth factor receptor-bound protein 2
1445,3,EBI-351526,ACTN4,UniProtO43707,protein,Homo sapiens,Alpha-actinin-4
1446,3,EBI-354582,RPLP1,UniProtP05386,protein,Homo sapiens,Large ribosomal subunit protein P1
1447,3,EBI-78835,SHC1,UniProtP29353,protein,Homo sapiens,SHC-transforming protein 1
1448,3,EBI-6661445,SLC6A3,UniProtQ01959,protein,Homo sapiens,Sodium-dependent dopamine transporter
1449,3,EBI-717274,SYN1,UniProtP17600,protein,Homo sapiens,Synapsin-1
1450,3,EBI-1161222,FBXO7,UniProtQ9Y3I1,protein,Homo sapiens,F-box only protein 7
1451,3,EBI-717182,SNCAIP,UniProtQ9Y6H5,protein,Homo sapiens,Synphilin-1
1452,3,EBI-9107227,Pphln1,UniProtQ8K2H1,protein,Mus musculus,Periphilin-1
1453,3,EBI-647676,Sec16a,UniProtE9QAT4,protein,Mus musculus,Protein transport protein Sec16A
1454,3,EBI-1769862,Wsb1,UniProtO54927,protein,Mus musculus,WD repeat and SOCS box-containing protein 1
1455,2,EBI-9392340,HAP1,UniProtP54257-2,protein,Homo sapiens,Huntingtin-associated protein 1
1456,2,EBI-466029,HTT,UniProtP42858,protein,Homo sapiens,Huntingtin
1457,2,EBI-985879,SNCA,UniProtP37840,protein,Homo sapiens,Alpha-synuclein
1458,2,EBI-946068,ATXN3,UniProtP54252-1,protein,Homo sapiens,Ataxin-3
1459,2,EBI-712814,HAP1,UniProtP54257,protein,Homo sapiens,Huntingtin-associated protein 1
1460,2,EBI-5327353,Htt,UniProtP42859,protein,Mus musculus,Huntingtin
1461,2,EBI-307461,BTRC,UniProtQ9Y297,protein,Homo sapiens,F-box/WD repeat-containing protein 1A
1462,2,EBI-2935980,Map1lc3b,UniProtQ62625,protein,Rattus norvegicus (Rat),Microtubule-associated proteins 1A/1B light chain 3B
1463,2,EBI-2935883,Atg5,UniProtQ3MQ06,protein,Rattus norvegicus (Rat),Autophagy protein 5
1464,2,EBI-2935946,Wdfy3,IntActEBI-2935946,protein,Rattus norvegicus (Rat),
1465,2,EBI-2935892,Sqstm1,UniProtO08623,protein,Rattus norvegicus (Rat),Sequestosome-1
1466,2,EBI-389432,HMGB1,UniProtP09429,protein,Homo sapiens,High mobility group protein B1
1467,2,EBI-466061,GIT1,UniProtQ9Y2X7,protein,Homo sapiens,ARF GTPase-activating protein GIT1
1468,2,EBI-1034261,TAF4,UniProtO00268,protein,Homo sapiens,Transcription initiation factor TFIID subunit 4
1469,2,EBI-298336,SP1,UniProtP08047,protein,Homo sapiens,Transcription factor Sp1
1470,2,EBI-724571,DNM1L,UniProtO00429,protein,Homo sapiens,Dynamin-1-like protein
1471,2,EBI-721110,PTCD3,UniProtQ96EY7,protein,Homo sapiens,Small ribosomal subunit protein mS39
1472,2,EBI-395189,POLR2E,UniProtP19388,protein,Homo sapiens,DNA-directed RNA polymerases I; II; and III subunit RPABC1
1473,2,EBI-356767,DNAJA3,UniProtQ96EY1,protein,Homo sapiens,DnaJ homolog subfamily A member 3; mitochondrial
1474,2,EBI-1049924,TFAM,UniProtQ00059,protein,Homo sapiens,Transcription factor A; mitochondrial
1475,2,EBI-347528,C1QBP,UniProtQ07021,protein,Homo sapiens,Complement component 1 Q subcomponent-binding protein; mitochondrial
1476,2,EBI-356635,HADHB,UniProtP55084,protein,Homo sapiens,Trifunctional enzyme subunit beta; mitochondrial
1477,2,EBI-724024,ATP5PD,UniProtO75947,protein,Homo sapiens,ATP synthase subunit d; mitochondrial
1478,2,EBI-353408,PKM,UniProtP14618,protein,Homo sapiens,Pyruvate kinase PKM
1479,2,EBI-1044810,ATP5PB,UniProtP24539,protein,Homo sapiens,ATP synthase F(0) complex subunit B1; mitochondrial
1480,2,EBI-711768,ATP5F1C,UniProtP36542,protein,Homo sapiens,ATP synthase subunit gamma; mitochondrial
1481,2,EBI-1051424,UQCRC2,UniProtP22695,protein,Homo sapiens,Cytochrome b-c1 complex subunit 2; mitochondrial
1482,2,EBI-1044001,ATP5MG,UniProtO75964,protein,Homo sapiens,ATP synthase subunit g; mitochondrial
1483,2,EBI-712794,ATP5MF,UniProtP56134,protein,Homo sapiens,ATP synthase subunit f; mitochondrial
1484,2,EBI-354932,HSPA9,UniProtP38646,protein,Homo sapiens,Stress-70 protein; mitochondrial
1485,2,EBI-11820565,hspa1a_hspa1b_human-1,IntActEBI-11820565,molecule set,Homo sapiens,HSPA1A_HSPA1B_human
1486,2,EBI-356991,HSPA2,UniProtP54652,protein,Homo sapiens,Heat shock-related 70 kDa protein 2
1487,2,EBI-354912,HSPA1L,UniProtP34931,protein,Homo sapiens,Heat shock 70 kDa protein 1-like
1488,2,EBI-351007,DLST,UniProtP36957,protein,Homo sapiens,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; mitochondrial
1489,2,EBI-1046765,BCKDK,UniProtO14874,protein,Homo sapiens,[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase; mitochondrial
1490,2,EBI-359002,DBT,UniProtP11182,protein,Homo sapiens,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex; mitochondrial
1491,2,EBI-712311,PPP2CA,UniProtP67775,protein,Homo sapiens,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
1492,2,EBI-1050662,CKMT1A,UniProtP12532,protein,Homo sapiens,Creatine kinase U-type; mitochondrial
1493,2,EBI-959949,MAPK1,UniProtP28482,protein,Homo sapiens,Mitogen-activated protein kinase 1
1494,2,EBI-355133,SLC25A5,UniProtP05141,protein,Homo sapiens,ADP/ATP translocase 2
1495,2,EBI-354022,VDAC2,UniProtP45880,protein,Homo sapiens,Voltage-dependent anion-selective channel protein 2
1496,2,EBI-748336,PRDX3,UniProtP30048,protein,Homo sapiens,Thioredoxin-dependent peroxide reductase; mitochondrial
1497,2,EBI-7850114,BCL7C,UniProtQ8WUZ0,protein,Homo sapiens,B-cell CLL/lymphoma 7 protein family member C
1498,2,EBI-352007,ATAD3A,UniProtQ9NVI7,protein,Homo sapiens,ATPase family AAA domain-containing protein 3A
1499,2,EBI-697691,ATXN2,UniProtQ99700,protein,Homo sapiens,Ataxin-2
1500,2,EBI-698036,LCP1,UniProtP13796,protein,Homo sapiens,Plastin-2
1501,2,EBI-698052,PLS3,UniProtP13797,protein,Homo sapiens,Plastin-3
1502,2,EBI-373144,MAP1LC3B,UniProtQ9GZQ8,protein,Homo sapiens,Microtubule-associated proteins 1A/1B light chain 3B
1503,2,EBI-77613,APP,UniProtP05067,protein,Homo sapiens,Amyloid-beta precursor protein
1504,2,EBI-1050853,LRPPRC,UniProtP42704,protein,Homo sapiens,Leucine-rich PPR motif-containing protein; mitochondrial
1505,2,EBI-5457558,DHCR24,UniProtQ15392,protein,Homo sapiens,Delta(24)-sterol reductase
1506,2,EBI-3248663,SIGMAR1,UniProtQ99720,protein,Homo sapiens,Sigma non-opioid intracellular receptor 1
1507,2,EBI-930964,ATXN1,UniProtP54253,protein,Homo sapiens,Ataxin-1
1508,2,EBI-307486,SKP1,UniProtP63208,protein,Homo sapiens,S-phase kinase-associated protein 1
1509,2,EBI-765729,TBL1XR1,UniProtQ9BZK7,protein,Homo sapiens,F-box-like/WD repeat-containing protein TBL1XR1
1510,2,EBI-297277,PSEN1,UniProtP49768,protein,Homo sapiens,Presenilin-1
1511,2,EBI-355963,RPN1,UniProtP04843,protein,Homo sapiens,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
1512,2,EBI-355453,SFPQ,UniProtP23246,protein,Homo sapiens,Splicing factor; proline- and glutamine-rich
1513,2,EBI-350527,NONO,UniProtQ15233,protein,Homo sapiens,Non-POU domain-containing octamer-binding protein
1514,2,EBI-357530,AKAP8L,UniProtQ9ULX6,protein,Homo sapiens,A-kinase anchor protein 8-like
1515,2,EBI-1569256,WDFY3,UniProtQ8IZQ1,protein,Homo sapiens,WD repeat and FYVE domain-containing protein 3
1516,2,EBI-307104,SQSTM1,UniProtQ13501,protein,Homo sapiens,Sequestosome-1
1517,2,EBI-1047414,ATG5,UniProtQ9H1Y0,protein,Homo sapiens,Autophagy protein 5
1518,2,EBI-645554,Prpf40a,UniProtQ9R1C7,protein,Mus musculus,Pre-mRNA-processing factor 40 homolog A
1519,2,EBI-473291,PRPF40A,UniProtO75400,protein,Homo sapiens,Pre-mRNA-processing factor 40 homolog A
1520,2,EBI-5456381,ATAD3A,UniProtQ9NVI7-2,protein,Homo sapiens,ATPase family AAA domain-containing protein 3A
1521,2,EBI-473910,SH3GL3,UniProtQ99963,protein,Homo sapiens,Endophilin-A3
1522,2,EBI-721769,PACSIN1,UniProtQ9BY11,protein,Homo sapiens,Protein kinase C and casein kinase substrate in neurons protein 1
1523,2,EBI-7163098,pptppplpp,IntActMINT-7101656,peptide,Chemical synthesis (Chemical synthesis),PPTPPPLPP
1524,2,EBI-347088,YWHAZ,UniProtP63104,protein,Homo sapiens,14-3-3 protein zeta/delta
1525,2,EBI-994554,Hap1,UniProtP54256-2,protein,Rattus norvegicus (Rat),Huntingtin-associated protein 1
1526,2,EBI-1257113,pi3p,ChEBICHEBI:17283,small molecule,Chemical synthesis (Chemical synthesis),1-phosphatidyl-1D-myo-inositol 3-phosphates
1527,2,EBI-2822329,SNX1,UniProtQ13596,protein,Homo sapiens,Sorting nexin-1
1528,2,EBI-2514593,NIBAN2,UniProtQ96TA1,protein,Homo sapiens,Protein Niban 2
1529,2,EBI-712452,ECSIT,UniProtQ9BQ95,protein,Homo sapiens,Evolutionarily conserved signaling intermediate in Toll pathway; mitochondrial
1530,2,EBI-1049755,DUSP3,UniProtP51452,protein,Homo sapiens,Dual specificity protein phosphatase 3
1531,2,EBI-968788,PTPN1,UniProtP18031,protein,Homo sapiens,Tyrosine-protein phosphatase non-receptor type 1
1532,2,EBI-73869,RPS6KA5,UniProtO75582,protein,Homo sapiens,Ribosomal protein S6 kinase alpha-5
1533,2,EBI-1186478,STAT6,UniProtP42226,protein,Homo sapiens,Signal transducer and activator of transcription 6
1534,2,EBI-1040141,SMAD2,UniProtQ15796,protein,Homo sapiens,Mothers against decapentaplegic homolog 2
1535,2,EBI-302524,USP9X,UniProtQ93008,protein,Homo sapiens,Probable ubiquitin carboxyl-terminal hydrolase FAF-X
1536,2,EBI-749607,SH3GLB2,UniProtQ9NR46,protein,Homo sapiens,Endophilin-B2
1537,2,EBI-372506,GADD45GIP1,UniProtQ8TAE8,protein,Homo sapiens,Large ribosomal subunit protein mL64
1538,2,EBI-1046616,RPS6KA3,UniProtP51812,protein,Homo sapiens,Ribosomal protein S6 kinase alpha-3
1539,2,EBI-298640,PTK2B,UniProtQ14289,protein,Homo sapiens,Protein-tyrosine kinase 2-beta
1540,2,EBI-4403434,GOLPH3L,UniProtQ9H4A5,protein,Homo sapiens,Golgi phosphoprotein 3-like
1541,2,EBI-749537,STAT5A,UniProtP42229,protein,Homo sapiens,Signal transducer and activator of transcription 5A
1542,2,EBI-993299,MAPKAPK2,UniProtP49137,protein,Homo sapiens,MAP kinase-activated protein kinase 2
1543,2,EBI-2818242,SLC30A9,UniProtQ6PML9,protein,Homo sapiens,Proton-coupled zinc antiporter SLC30A9; mitochondrial
1544,2,EBI-2116951,MAPK13,UniProtO15264,protein,Homo sapiens,Mitogen-activated protein kinase 13
1545,2,EBI-626526,IRF9,UniProtQ00978,protein,Homo sapiens,Interferon regulatory factor 9
1546,2,EBI-1171154,GNA11,UniProtP29992,protein,Homo sapiens,Guanine nucleotide-binding protein subunit alpha-11
1547,2,EBI-1044009,NEK9,UniProtQ8TD19,protein,Homo sapiens,Serine/threonine-protein kinase Nek9
1548,2,EBI-740220,HGS,UniProtO14964,protein,Homo sapiens,Hepatocyte growth factor-regulated tyrosine kinase substrate
1549,2,EBI-4401039,FGD4,UniProtQ96M96,protein,Homo sapiens,FYVE; RhoGEF and PH domain-containing protein 4
1550,2,EBI-4401611,ZFYVE1,UniProtQ9HBF4,protein,Homo sapiens,Zinc finger FYVE domain-containing protein 1
1551,2,EBI-2801236,SGK3,UniProtQ96BR1,protein,Homo sapiens,Serine/threonine-protein kinase Sgk3
1552,2,EBI-741648,CYTH3,UniProtO43739,protein,Homo sapiens,Cytohesin-3
1553,2,EBI-1257125,1-phosphatidyl-1d-myo-inositol 3;4;5-trisphosphate,ChEBICHEBI:16618,small molecule,Chemical synthesis (Chemical synthesis),1-phosphatidyl-1D-myo-inositol 3;4;5-trisphosphates
1554,2,EBI-1257123,1-phosphatidyl-1d-myo-inositol 4;5-bisphosphate,ChEBICHEBI:18348,small molecule,Chemical synthesis (Chemical synthesis),1-phosphatidyl-1D-myo-inositol 4;5-bisphosphates
1555,2,EBI-4405387,PLCD1,UniProtP51178,protein,Homo sapiens,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase delta-1
1556,2,EBI-2803005,STXBP3,UniProtO00186,protein,Homo sapiens,Syntaxin-binding protein 3
1557,2,EBI-741220,SEPTIN2,UniProtQ15019,protein,Homo sapiens,Septin-2
1558,2,EBI-1054757,ATP6V1A,UniProtP38606,protein,Homo sapiens,V-type proton ATPase catalytic subunit A
1559,2,EBI-1237085,ARF4,UniProtP18085,protein,Homo sapiens,ADP-ribosylation factor 4
1560,2,EBI-851542,SEPTIN9,UniProtQ9UHD8,protein,Homo sapiens,Septin-9
1561,2,EBI-78139,TRIM28,UniProtQ13263,protein,Homo sapiens,Transcription intermediary factor 1-beta
1562,2,EBI-1056740,TAGLN2,UniProtP37802,protein,Homo sapiens,Transgelin-2
1563,2,EBI-352915,PDCD6,UniProtO75340,protein,Homo sapiens,Programmed cell death protein 6
1564,2,EBI-354213,PHB1,UniProtP35232,protein,Homo sapiens,Prohibitin 1
1565,2,EBI-1058865,SEC22B,UniProtO75396,protein,Homo sapiens,Vesicle-trafficking protein SEC22b
1566,2,EBI-1056404,RAB14,UniProtP61106,protein,Homo sapiens,Ras-related protein Rab-14
1567,2,EBI-286668,XPO7,UniProtQ9UIA9,protein,Homo sapiens,Exportin-7
1568,2,EBI-4400717,LMO7,UniProtQ8WWI1-3,protein,Homo sapiens,LIM domain only protein 7
1569,2,EBI-2556852,ANXA4,UniProtP09525,protein,Homo sapiens,Annexin A4
1570,2,EBI-352053,PRKDC,UniProtP78527,protein,Homo sapiens,DNA-dependent protein kinase catalytic subunit
1571,2,EBI-352089,FLNB,UniProtO75369,protein,Homo sapiens,Filamin-B
1572,2,EBI-490691,EHD1,UniProtQ9H4M9,protein,Homo sapiens,EH domain-containing protein 1
1573,2,EBI-1054634,VPS35,UniProtQ96QK1,protein,Homo sapiens,Vacuolar protein sorting-associated protein 35
1574,2,EBI-355383,EXOC4,UniProtQ96A65,protein,Homo sapiens,Exocyst complex component 4
1575,2,EBI-4400800,PLEC,UniProtQ15149-4,protein,Homo sapiens,Plectin
1576,2,EBI-374819,MCM2,UniProtP49736,protein,Homo sapiens,DNA replication licensing factor MCM2
1577,2,EBI-1044428,STOML2,UniProtQ9UJZ1,protein,Homo sapiens,Stomatin-like protein 2; mitochondrial
1578,2,EBI-356015,DYNC1H1,UniProtQ14204,protein,Homo sapiens,Cytoplasmic dynein 1 heavy chain 1
1579,2,EBI-4400743,SPTBN1,UniProtQ01082-3,protein,Homo sapiens,Spectrin beta chain; non-erythrocytic 1
1580,2,EBI-351561,SPTBN1,UniProtQ01082,protein,Homo sapiens,Spectrin beta chain; non-erythrocytic 1
1581,2,EBI-722721,CHP1,UniProtQ99653,protein,Homo sapiens,Calcineurin B homologous protein 1
1582,2,EBI-722569,SCFD1,UniProtQ8WVM8,protein,Homo sapiens,Sec1 family domain-containing protein 1
1583,2,EBI-998422,TMED10,UniProtP49755,protein,Homo sapiens,Transmembrane emp24 domain-containing protein 10
1584,2,EBI-351526,ACTN4,UniProtO43707,protein,Homo sapiens,Alpha-actinin-4
1585,2,EBI-1036803,RALA,UniProtP11233,protein,Homo sapiens,Ras-related protein Ral-A
1586,2,EBI-4400770,ERLIN2,UniProtO94905,protein,Homo sapiens,Erlin-2
1587,2,EBI-747259,TAP1,UniProtQ03518,protein,Homo sapiens,Antigen peptide transporter 1
1588,2,EBI-2462036,TLN1,UniProtQ9Y490,protein,Homo sapiens,Talin-1
1589,2,EBI-352622,ANXA2,UniProtP07355,protein,Homo sapiens,Annexin A2
1590,2,EBI-355878,KIF5B,UniProtP33176,protein,Homo sapiens,Kinesin-1 heavy chain
1591,2,EBI-752162,RALB,UniProtP11234,protein,Homo sapiens,Ras-related protein Ral-B
1592,2,EBI-354967,CLTC,UniProtQ00610,protein,Homo sapiens,Clathrin heavy chain 1
1593,2,EBI-780781,TAP2,UniProtQ03519,protein,Homo sapiens,Antigen peptide transporter 2
1594,2,EBI-286683,XPOT,UniProtO43592,protein,Homo sapiens,Exportin-T
1595,2,EBI-4400728,q59ha3_human,UniProtQ59HA3,protein,Homo sapiens,
1596,2,EBI-4400755,HLA-A,UniProtQ95IZ1,protein,Homo sapiens,
1597,2,EBI-297509,IQGAP1,UniProtP46940,protein,Homo sapiens,Ras GTPase-activating-like protein IQGAP1
1598,2,EBI-358919,SEC61A1,UniProtP61619,protein,Homo sapiens,Protein transport protein Sec61 subunit alpha isoform 1
1599,2,EBI-1050573,EHD4,UniProtQ9H223,protein,Homo sapiens,EH domain-containing protein 4
1600,2,EBI-1049143,GDI2,UniProtP50395,protein,Homo sapiens,Rab GDP dissociation inhibitor beta
1601,2,EBI-1054923,RAB5C,UniProtP51148,protein,Homo sapiens,Ras-related protein Rab-5C
1602,2,EBI-1051396,HLA-C,UniProtP10321,protein,Homo sapiens,HLA class I histocompatibility antigen; C alpha chain
1603,2,EBI-957999,SEPTIN11,UniProtQ9NVA2,protein,Homo sapiens,Septin-11
1604,2,EBI-358348,PHB2,UniProtQ99623,protein,Homo sapiens,Prohibitin-2
1605,2,EBI-352733,CFL1,UniProtP23528,protein,Homo sapiens,Cofilin-1
1606,2,EBI-1047196,PLS1,UniProtQ14651,protein,Homo sapiens,Plastin-1
1607,2,EBI-359793,TXLNA,UniProtP40222,protein,Homo sapiens,Alpha-taxilin
1608,2,EBI-720960,ANXA9,UniProtO76027,protein,Homo sapiens,Annexin A9
1609,2,EBI-4289944,PLEK2,UniProtQ9NYT0,protein,Homo sapiens,Pleckstrin-2
1610,2,EBI-747719,SNF8,UniProtQ96H20,protein,Homo sapiens,Vacuolar-sorting protein SNF8
1611,2,EBI-4401082,ARL8A,UniProtQ96BM9,protein,Homo sapiens,ADP-ribosylation factor-like protein 8A
1612,2,EBI-1045797,CISD2,UniProtQ8N5K1,protein,Homo sapiens,CDGSH iron-sulfur domain-containing protein 2
1613,2,EBI-353552,AP2A1,UniProtO95782,protein,Homo sapiens,AP-2 complex subunit alpha-1
1614,2,EBI-2684998,ATP6V1D,UniProtQ9Y5K8,protein,Homo sapiens,V-type proton ATPase subunit D
1615,2,EBI-413628,RAC1,UniProtP63000,protein,Homo sapiens,Ras-related C3 botulinum toxin substrate 1
1616,2,EBI-954308,USH1C,UniProtQ9Y6N9,protein,Homo sapiens,Harmonin
1617,2,EBI-1780121,RAB13,UniProtP51153,protein,Homo sapiens,Ras-related protein Rab-13
1618,2,EBI-721993,NRAS,UniProtP01111,protein,Homo sapiens,GTPase NRas
1619,2,EBI-4401010,CLTA,UniProtP09496-2,protein,Homo sapiens,Clathrin light chain A
1620,2,EBI-354007,ANXA1,UniProtP04083,protein,Homo sapiens,Annexin A1
1621,2,EBI-1045313,EXOC1,UniProtQ9NV70,protein,Homo sapiens,Exocyst complex component 1
1622,2,EBI-4401110,EIF2B5,UniProtQ13144,protein,Homo sapiens,Translation initiation factor eIF-2B subunit epsilon
1623,2,EBI-1046690,SNX2,UniProtO60749,protein,Homo sapiens,Sorting nexin-2
1624,2,EBI-629985,HSPA1A,UniProtP08107,protein,Homo sapiens,Heat shock 70 kDa protein 1A/1B
1625,2,EBI-310624,PDCD6IP,UniProtQ8WUM4,protein,Homo sapiens,Programmed cell death 6-interacting protein
1626,2,EBI-618639,GNAI1,UniProtP63096,protein,Homo sapiens,Guanine nucleotide-binding protein G(i) subunit alpha-1
1627,2,EBI-702257,EIF2B3,UniProtQ9NR50,protein,Homo sapiens,Translation initiation factor eIF-2B subunit gamma
1628,2,EBI-1052746,ARL1,UniProtP40616,protein,Homo sapiens,ADP-ribosylation factor-like protein 1
1629,2,EBI-4401015,STXBP2,UniProtQ15833,protein,Homo sapiens,Syntaxin-binding protein 2
1630,2,EBI-1042490,PITPNA,UniProtQ00169,protein,Homo sapiens,Phosphatidylinositol transfer protein alpha isoform
1631,2,EBI-396091,RANGAP1,UniProtP46060,protein,Homo sapiens,Ran GTPase-activating protein 1
1632,2,EBI-1044855,XPO4,UniProtQ9C0E2,protein,Homo sapiens,Exportin-4
1633,2,EBI-602462,MAP2K3,UniProtP46734,protein,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 3
1634,2,EBI-346547,DNM2,UniProtP50570,protein,Homo sapiens,Dynamin-2
1635,2,EBI-739985,DIDO1,UniProtQ9BTC0,protein,Homo sapiens,Death-inducer obliterator 1
1636,2,EBI-1773858,DOCK5,UniProtQ9H7D0,protein,Homo sapiens,Dedicator of cytokinesis protein 5
